Source,Destination,Capacity
50,59,8
55,137,36
26,110,26
122,47,27
18,106,14
30,80,6
31,45,17
145,67,16
63,114,43
71,118,30
122,83,3
95,66,23
12,68,21
59,0,33
24,42,29
65,43,29
143,142,4
22,81,12
96,67,44
129,64,14
139,108,31
86,102,29
57,75,40
9,35,12
7,74,31
27,52,27
132,105,4
63,91,20
137,40,19
9,120,2
83,69,41
29,98,47
146,125,8
66,16,15
24,19,32
108,98,22
41,108,26
134,7,11
148,54,38
65,56,49
56,87,50
17,16,37
117,103,6
68,61,16
14,90,26
113,69,12
50,49,8
90,85,45
102,59,29
59,134,35
20,26,7
146,102,24
91,86,7
138,18,34
29,111,17
75,78,1
149,27,7
61,143,7
6,127,43
25,77,12
99,26,32
44,90,27
119,4,7
37,51,13
57,29,20
2,93,10
117,80,26
134,20,39
93,131,18
141,28,8
4,139,29
3,94,22
35,126,17
15,68,44
96,142,30
62,0,49
7,64,21
121,86,49
88,138,33
134,105,22
119,125,6
77,128,40
83,59,19
142,145,19
80,133,26
5,139,24
107,7,11
106,42,1
87,65,2
147,79,34
120,62,37
31,133,27
58,7,10
68,51,32
61,12,41
26,54,42
141,41,39
32,134,36
70,97,34
130,148,11
90,75,8
42,35,24
28,100,33
102,49,25
48,78,50
94,45,10
114,23,8
58,128,37
138,8,30
84,37,7
124,73,15
143,86,15
62,98,1
81,111,45
53,49,4
46,10,12
49,15,34
54,130,37
7,18,34
106,140,44
113,36,38
23,142,7
24,107,16
58,20,5
98,56,31
90,52,46
13,134,14
125,46,47
91,53,19
137,20,44
83,49,48
28,113,1
143,63,19
94,58,29
114,36,21
60,65,43
106,32,26
6,94,7
146,105,20
126,10,9
141,139,6
4,21,44
104,108,25
116,82,30
8,140,36
127,91,33
122,125,42
114,121,12
148,34,40
139,65,9
39,127,33
86,59,40
111,3,3
95,144,30
47,67,42
141,31,42
65,121,28
71,52,29
77,95,29
29,55,18
103,4,4
141,116,50
131,102,37
69,127,33
22,15,34
127,68,34
33,61,20
34,26,44
147,46,23
46,0,4
86,36,20
65,13,35
23,96,41
57,9,36
42,146,14
89,41,36
15,12,36
114,134,33
106,130,45
